tweet_id,tweet_text
755020780438691840,"@nitin_gadkari @narendramodi @aajtak @ndtv poster repaired in 24hrs on NH8 while traffic jam everyday due to bad road conditions."
755031936649748480,"Govt offers land to the world's biggest electric car mfg company @TeslaMotors to Make In India. @nitin_gadkari."
755034296658763778,"@JPNadda sir can we have a App whc help to identify ferz doctor. So easy to identify them by Name photo etc. @nitin_gadkari @narendramodi."
755036904035348480,"@nitin_gadkari Dear Sir 4 laning of Morbi-Rajkot Highwy is overdue since 2010 but not done bcoz of Corruption."
755044975293898757,"@nitin_gadkari. Pls look NH 2. Delhi agra highway. Especially in faridabad."
755046040294817792,"@nitin_gadkari NH-8 conditions worst between bilaspur to dharuhera. Kindly depute some teams advertising of building roads maintenance"
755053724553375746,"@nitin_gadkari Aurangabad to Shirdi road is it bad condition. It is single road no light. Difficult to drive at night."
755054797896687617,"@nitin_gadkari @PMOIndia Delhi Jaipur HW is very slow few fly overs still incomplete many pot holes on both sides why collect tolls."
755059737599832064,"@MORTHIndia @nitin_gadkari @Olacabs Nitinji Ola cabs charges 3x amt* Chennai/ Mumbai. Pls intervene in taxi fares. They are cheating us."
755063614524887045,"@nitin_gadkari sir please go on NH 8 once then I can guarantee you have to rethink on ur ministry slogan Highway Vikas ki Nayi Raftaar."
755070027884298240,"@nitin_gadkari Dear Sir Please see to grievance MORTH/E/2016/02467 Thanks and Regards Gyanendra Gupta Contact No. 9415131163 9792201876."
755070165201453057,"@nitin_gadkari takes a road trip from San Francisco to Los Angeles. Experiences latest technologies in highway sector. I am jealous!"
755073349835980800,"@PMOIndia @nitin_gadkari @yadavtejashwi @NitishKumar This is how grievances are addressed."
755076351435108357,"@PMOIndia I have query related to India Vehicle act but don't know who will answer it. Asked several time to @nitin_gadkari bt no reply! ?."
755077260395159553,"Expansion plan info of Vizag Port reported by @PonnaarrBJP @MORTHIndia @nitin_gadkari."
755079572358565889,"@narendramodi Ji I have asked @nitin_gadkari many a Times but no improvement. Pls look into this @faridabad NH2."
755108329974661120,"NDA to expand coastal shipping’s share in cargo transport to 10% by 2020 @shipmin_india @nitin_gadkari."
755121134941642752,"@nitin_gadkari school children's life on risk threatened by deadly road @bhatapada village makhanpur GP khaira block."
755122931424956416,"What can make india healthy and green? With a fraction of costs. @narendramodi @nitin_gadkari."
755127899489837056,"@nitin_gadkari Constable asked 4500₹ to give my license back. Is it crime to drive bike in other state for some days? As I am a rider. (2/n)."
755128331352158209,"@nitin_gadkari I felt humiliated gave him 500₹ anyway to get my license back. I earn with honesty and pay taxes why police bhv like that."
755130457021308928,"Condition of NH. The life line of Tripura. @nitin_gadkari @sarbanandsonwal @himantabiswa @PMOIndia @narendramodi."
755227136651325440,"Welcome NR Is funding investments but we've to analyse what are we offering to them @makeinindia @nitin_gadkari."
755228290059821056,"@narendramodi @nitin_gadkari @PMOIndia poor roads in Rajasthan complained on meri sadak app. No Reply till date. PAThETIC."
755243945513320448,"@nitin_gadkari nice ride from SFO to LA please take a ride from Indore to ahmedabad on nh59 u will feel the pain."
755246220784857088,"@mlkhattar @MORTHIndia The old Delhi-Gurgaon road is in a huge mess especially in front of Unitech Infospace office. Please get it fixed."
755246507972886528,"@nitin_gadkari @allaboutbelgaum Sir looking at the Quality of the Roads we see there are no quality standards at all. (1)."
755250587533443072,"@nitin_gadkari I daily updown com Nimkathana to HCL its only 35 KM but it's take 2 hour bcz road is not exit SH 13."
755258323973406722,"@nitin_gadkari corruption in mumbai traffic police is rampant. Please do something sir."
755261391695704065,"@nitin_gadkari a Twitter handle where we can report any breakdown or issues relating to roads. ?. Idea."
755263897578471425,"@BJP4India @narendramodi @nitin_gadkari Sir sharing some pictures of NH4. Adding to your task."
755265035589545984,"@nitin_gadkari ji can you please reply @CMOMaharashtra @DevFadnavis."
755283540674215936,"Union Minister @Nitin_gadkari urges NRI Silicon Valley professionals to join Startup India movement: @IndianExpress."
755286031969030144,"Shri @nitin_gadkari also witnessed widening of hard shoulders installation of drainage and realignment of local roads on his route."
755288959853342720,"@nitin_gadkari even with lakhs of crores every year we spent -we are not able to get good qualty roads. Life of all road is one rainy season."
755290713714139137,"Remembering the great soul and vibrant Party leader our beloved TNBJP's shri. Auditor Ramesh ji's balidan diwas @nitin_gadkari @AmitShah."
755303716530614272,"@nitin_gadkari First make the infrastructure for electric/hybrid vehicles. Knee jerk decisions by NGT are doing more harm than benefits."
755303808218066944,"@nitin_gadkari Indian Roads need this kind of water removing system."
755305776365838336,"@nitin_gadkari Sir we needs Auto Rickshaw Permit not Wi-Fi at Railway Stations or give us permission 2 run private rickshaw @Dev_Fadnavis."
755306739646410752,"@nitin_gadkari Do You know more than 12 000 trains running daily and you can track each and everyone in seconds."
755314315960455168,"Safe and Clean Highway Toilets for Women @nitin_gadkari - Sign the Petition! Via @ChangeOrg_India."
755323233004421121,"@nitin_gadkari. Took a road trip from San Francisco to LA to experience latest techniques in highway engineering: @MORTHIndia Gadkari. In US"
755327357070798848,"@nitin_gadkari @rsprasad @sudhir chaudhary -DNA @suhelseth the should be a compensation."
755343850139295745,"@nitin_gadkari Please look at the condition of Alappuzha Highway. Pathetic in Kerala."
755346346551480320,"@narendramodi @nitin_gadkari before smart city make first smart road Assam and Tripura 44 NH specially for Tripura people. Please look."
755350346420158464,"@nitin_gadkari sir condition of NH-34 is pathetic. Lot of potholes. The most imp NH connecting KP wine india @narendramodi. @PMOIndia"
755369712700297216,"@narendramodi @PMOIndia @nitin_gadkari need help in getting the road of our society made. During rains it becomes a home of diseases. Help."
755377481360650240,"@Dev_Fadnavis @CMOMaharashtra @nitin_gadkari what about ring Road Metro and International Airport of Pune these issues are pending long time."
755381825388806144,"@KapilSharmaK9 @narendramodi @nitin_gadkari @BarackObama @SrBachchan India need education and Startup not full marks and job in USA."
755381828123373568,"Why can't ropeways be an alternative 2 public transport in metros? @ANPIndia @arkalgudprakash @nitin_gadkari."
755384847795757056,"Thanks to @nitin_gadkari for his very productive trip to US – looking forward to increased collaboration/investment in transportation sector."
755392422385856512,"@narendramodi @nitin_gadkari please. Don't push old delhi diesel vehicles to rest of india; why should roi suffer and delhi enjoy"
755396140250562561,"@nitin_gadkari sir im central government employee. I travel from bhamora to bareilly(uttar pradesh)daily. Nowadays it is blocked due to saavn."
755397294699282432,"@nitin_gadkari sir. At Pardi in Gujarat over bridge works going on but there is no traffic police working over here. Terrific condition."
755399974129655809,"@nitin_gadkari I m Gaurav Gupta from Ghaziabad UP. I have a project to reduce the Road accidents. Please allow me to show you this project."
755408901659426818,"@nitin_gadkari It is main road connecting from Pinagwan to Distt Palwal. This is pathetic since last more than 5 yrs."
755423983626022912,"@nitin_gadkari hi sir banayenge hamare raste bis sal se raste nahi bane street light drainage line road not available in our society."
755424354389757952,"@MORTHIndia @narendramodi Please look into grievance MORTH/E/2016/02467 on pgportal website Gyanendra Gupta Contact No. 9415131163."
755425209113608192,"@sureshpprabhu clean pnr @58888 best service so far in IR @narendramodi @nitin_gadkari @laluprasadrjd @NitishKumar."
755431418969202688,"US to partner in India’s Sagarmala programme @PMOIndia @nitin_gadkari @north india @MVenkaiahNaidu."
755434302423334912,"@nitin_gadkari @Dev_Fadnavis am struggling to get my driving license since last 1yr. Its really diff 2 get for physically challenged ppl."
755439118247686144,"@nitin_gadkari sir toll collecting people is misbehaving with travellers @ Gooty toll gate in Atp dist in Ap i am having evidence video."
755441104225460224,"@PMOIndia @narendramodi @nitin_gadkari Can we use this method and materials for Roads? + Harvest water for multi use."
755445490880098304,"I'm seeing most of d ministers r so active in wrk n social media too like @narendramodi @manoharparrikar @nitin_gadkari 1/2."
755453811062341634,"2 school buses are not playing old ppl can't cross this patch @nitin_gadkari @Dev_Fadnavis NHAI PMC."
755460942180196352,"@nitin_gadkari @irregularblurts First leg of KMP expressway opens after 7-year delay."
755460990528028672,"@sudhirchaudhary @nitin_gadkari @narendramodi No action yet to our NH connecting to. Silchar."
755462167810281473,"@nitin_gadkari sir what is expected date to start and commence of UP gate to Dasna 16 lane expressway. We need it badly."
755468396729217024,"@nitin_gadkari driver beaten by toll Naka collector. Dash ir toll naka."
755477557659578368,"@makeinindia @NITIAayog @sarbanandsonwal @MORTHIndia Green Roads across India by homegrown technology @BitChemRoads."
755477770520653825,"Safe and Clean Highway Toilets for Women @nitin_gadkari - Sign the Petition! Via @ChangeOrg_India."
755493875846873088,"Thanks @narendramodi @nitin_gadkari for this speedy development."
755569534275194880,"Dear @nitin_gadkari ji a city of Nashik's size doesn't have outer ring road i'm really shocked."
755573570957299714,"@nitin_gadkari @shipmin_india When will the complex issue of land transfer of KPT resolve? No transaction since last 8 year matter subjudic."
755614815868055552,"@nitin_gadkari @mlkhattar Why These Potholes V can't waitandwatch more people dying due to Potholes @meghamamgain."
755615004473323520,"@Dev_Fadnavis @nitin_gadkari @MCGM_BMC when will the Mumbaikars get freedom from potholes n traffic snarls. Pls act."
755618036808167424,"Pune Police took Rs 1000 with out receipt. Other states vehicle Road Tax a viable solutions Please. @nitin_gadkari @timesofindia."
755622182840111104,"Safe and Clean Highway Toilets for Women @nitin_gadkari - Sign the Petition! Via @ChangeOrg_India."
755626510107734017,"@nitin_gadkari Dear sir mere village ki road which connect with NH-28 uska bhi construction krwa dijiye sir please."
755632125148364800,"@nitin_gadkari Inter-state transfer of vehicles regn. Is a cumbersome process it should be simplified and road tax waiver for &gt;10 yr vehicles."
755640000503480324,"@Dev_Fadnavis @narendramodi @nitin_gadkari please stop deservation of playground plots by NMC and NIT. Already there are few playgrounds."
755641067043688448,"Retweeted MIB India (@MIB_India): Shri @nitin_gadkari concludes a successful US visit:."
755644066071732224,"1km line traffic @vashi toll naka horrible traffic and potholes ? @Dev_Fadnavis @nitin_gadkari @CPMumbaiPolice @MumbaiPolice."
755645904548466689,"@nitin_gadkari Sir travelling on NH 27 toll road and it's pathetic full of potholes."
755646184375611393,"@rsprasad @PiyushGoyal @nitin_gadkari @MVenkaiahNaidu @narendramodi @PMOIndia It is with great pain I am putting."
755658701302800384,"@Dev_Fadnavis. @nitin_gadkari. @CMOMaharashtra. - Please have look at the condition of the road in Mumbai potholes."
755660629327900672,"@MORTHIndia @nitin_gadkari Who will save us from dis looter @Olacabs do u hv any plan 2 regulate price charged 1/2."
755662604350128129,"@nitin_gadkari why BJP letting 44 Congress MPs hold 499 Lok Sabha MPs and Parliament ransom? सम दाम दंड भेद pls make sure parliament functions."
755679748353888256,"@PMOIndia @narendramodi @nitin_gadkari - Ye Bagaha- Bettiah Main Road NH28B hai. Please see the deadly situation."
755681591226138624,"@nitin_gadkari Sir Western Express is now Full of Holes which leads to traffic in non- peak hour too please take correct measure"
755691621937655808,"@MORTHIndia Dear Sir/Madam Do I need to keep the original documents of vehicle with me while driving? Can't I use photocopy of documents."
755693051352379393,"Met Cabinet Minister Shri @nitin_gadkari ji and MoS Shri @PonnaarrBJP today. Discussed ongoing programs of Ministries."
755699682857324544,"@MORTHIndia Sir what is the requirement of Toll Booth if Road Tax has been paid? Is there any reasons. People wants to know."
755710884060823552,"@nitin_gadkari what are the working hours of a dot officer on duty? How long can the lunch break be?"
755713833331744769,"A very special thanks- @narendramodi @sureshpprabhu @ianuragthakur @sureshexmpls @JPNadda @nitin_gadkari @dhumalhp."
755715842839498753,"@nitin_gadkari Huge support of Sant Samaj for innocent Asaram Bapu Ji. All demand justice. Injustice By Law Order."
755717047179280384,"@nitin_gadkari it has been more than 1 years since i applied for my Driving licence and i have gone there more than 20 times but."
755717853312061440,"US companies consider India their next FDI frontier: @nitin_gadkari."
755733516890042368,"@nitin_gadkari sir please help us"
755737875384266752,"@MORTHIndia The map Andhra Pradesh includes Telangana. Is it because north does not have or want to have any of its programmes in Telangana."
755737962982338560,"Achhe Din for India. Good work @nitin_gadkari Ji. @narendramodi Ji."
755739980232790016,"@nitin_gadkari please look in to the NH 44 life line of Tripura is in dilapidated condition. Please do something Sir."
755744230023258112,"@nitin_gadkari Sir. I a'm from Darbhanga in bihar. We want to say that my village along with 3 other village suffering for a pool."
755746592179662848,"@nitin_gadkari all india traffic condition is worse and what will happen in coming years Need to think on traffic situation. System need to"
755749672606498816,"Safe and Clean Highway Toilets for Women @nitin_gadkari - Please sign the petition! Via @ChangeOrg_India."
755752861460344834,"Retweeted MORTHINDIA (@MORTHIndia): Rs. 58 Cr for widening Panvel–Indapur section of NH-17 and mitigate impacts on."
755759097769779200,"@nitin_gadkari @PMOIndia @narendramodi sir NH24 widening project has been inaugurated in 16 DEC 2015. But no ground work has started."
755769237457793024,"@nitin_gadkari. Not surprised"
755772135533010949,"@nitin_gadkari India demands Justice for innocent Asaram Bapu Ji! No bail despite no proof. Injustice By Law Order."
755783798973952000,"@nitin_gadkari sir really frustrated due to daily traffic jam at pashan pune on mumbai bangalore highway due to delay in bridge construction."
755784595342262272,"@nitin_gadkari sir kindly do something to expedite the bridge construction. Really appreciated"
755792369115664384,"@nitin_gadkari @Dev_Fadnavis @PMOIndia CM is basking in glory despite poor governance people will show him the door."
755795111628472320,"@nitin_gadkari @DrJitendraSingh Why so Injustice By Law Order towards sant AsharamBapuJi Without any proof 3 yrs jail."
755800009380159488,"Data nails @nitin_gadkari's claim on roads constructed under UPA2. All his claims must be put. Via @Sachin3S."
755806016923639810,"Cabinet approves setting up Sagarmala Development Co. Dry dock at Cochin Shipyard @shipmin_india @nitin_gadkari."
755819980835344384,"@nitin_gadkari dividing grill missing at multiple places at express way between gurgaon and Manesar. Cause for fatal accident for pedestrian."
755820694202642432,"@richaanirudh Ji similarly V need to ask @nitin_gadkari ji to give us safer road. I lost him noone else should lose now."
755832786984968193,"@nitin_gadkari even newly constructed highway in Assam is too bumpy. Seems all bumps are gift of corruption."
755861132804550656,"@SushmaSwaraj I have seen you delivering help to people in need. We need you to voice Mumbaikars concern of potholes to @nitin_gadkari."
755861988115357696,"@nitin_gadkari basic infrastructure will help us to gain more trust from our kashmiri brothers. @narendramodi."
755955538270232576,"NGT berserk GOI sleeping! DAILY arbit orders→Chaos! CLEAR long-term policy needed. @narendramodi @nitin_gadkari."
755956834792538112,"News like this makes one so happy :') @nitin_gadkari @elonmusk."
755961970118029312,"@nitin_gadkari please look condition of bilaspur c. G. Torwa road highly bad condition. Requested for ur intervention."
755965160599191552,"@nitin_gadkari Travelled from Jaipur to Noida. The NH is riddled with dangerous potholes which could result in mishaps. Request action."
755966517141966848,"Read and learn @arunjaitley @AmitShah @rajnathsingh @nitin_gadkari @narendramodi."
755972713735389184,"Meaning Development is useless w/o military strength @nitin_gadkari @GanatraNitin @rndx1 @hvgoenka @CKforCleanIndia."
755980036562378752,"@nitin_gadkari so much pathhol no alternative route at many places creates so much traffic wastage of resources."
755980806154321920,"US Companies Consider India Their Next FDI Frontier: @nitin_gadkari @arunjaitley @nsitharaman @DIPPGOI @amitabhk87."
755983879983407108,"In Brazil National highways are built without cutting any Tree. Can it also be done in "INDIA" @nitin_gadkari."
755986708529876992,"@nitin_gadkari sir our village road under construction of PMGSY last 02 yrs not completed by contractor in Rainy season various problem."
755987372492333056,"@nitin_gadkari Management of college showing callous attitude. Best marine engng. Institute placement record past 5-6 year abysmal."
755992570992271365,"Kashmir Truth @ZeeNewsHindi Appeal to join me for demand of good road to Niru Gao in Kashmir ghati to @nitin_gadkari."
755997210119208960,"@narendramodi @nitin_gadkari @dev_fadnavis jam on mumbai pune expressway. Roads are broken. Cheap quality way."
756010967083999232,"@nitin_gadkari in fact I don't think the roads over there have ever been made. The people in Mohan Co-Op delhi make in India support us."
756013860834775041,"Our aim is to create awareness amongst citizens empowering them to demand quality in all spheres of activities Quality Matters @MORTHIndia."
756019146735755264,"@nitin_gadkari this will prevent average 1 death a day on the highways when a moving car hits a stationary vehicle ( esp. Lorries) 2/2."
756021067177529344,"Cabinet approved sdc to drive Modi’s port-led Sagamala plan @shipmin_india @nitin_gadkari."
756022255835021312,"Newly constructed Mumbai Goa Highway (NH 66) near Kolad @Dev_Fadnavis @PMOIndia @nitin_gadkari."
756023155240480768,"@MORTHIndia why not Bihar which voted so strongly for Namo! NH83 and consequently tourism fully stuck up for 2 yrs. Time over run Cost overrun."
756025444504395776,"@nitin_gadkari @MORTHIndia please take care of NH66 between mangalore and kundapur. Many accidents due to delay."
756051833785901056,"@nitin_gadkari Can we build a road which will connect Paud road to NH4 without chandni chowk. Thr is a huge land which can be utilised. 1/2."
756061605616578560,"@nitin_gadkari Sir great to see your approach to tesla really great sir."
756066277614125057,"@nitin_gadkari at near asansol check post there is always heavy traffic jams for trucks it will definitely causing monetary/work loss for/2."
756070290744946693,"@nitin_gadkari Roads of Jharakhand specially Bokaro and Ranchi is very bad sir please help. There is MLAs are just filling their pockets."
756075280985387008,"@nitin_gadkari why no plans to introduce vehicle with no border why Indian citizen not allowed to drive into any state. 1st reminder."
756088862712233984,"Thanks @nitin_gadkari for taking urgent step and starting the repair of NH-44 @rupamchowdhury @BireswarPaul1 @debapam."
756092291719331840,"@nitin_gadkari @Dev_Fadnavis is this the development what you promised Thane- belapur road near juinagar."
756093928324071424,"@nitin_gadkari SIR PROJECT IN VNS SHOULD BE TARGETTED TO COMPLETE BEFORE 2019 NH56 233 29 and vnc port for FERRYING SHIPS."
756100868857094144,"@nitin_gadkari NH59(IND-AHM) very bad condition. Road is Like MAUT KA KUWA@ChouhanShivraj Please Take seriously. Single road to travel."
756102009971875840,"@nitin_gadkari Demand for categorization of Scheduled caste reservations and its legalisation."
756102522381611008,"@nitin_gadkari sir chennai sriperumbudur leg of chennai Blore NH is in a bad shape and has to be converted to 8 lanes."
756102818046455808,"Gadkari’s Sagarmala Dream Gets Wings @nitin_gadkari. Shipping. Maritime. Logistics."
756112691849199616,"Yes @MORTHIndia Min @nitin_gadkari was Oracle-ish to spot @TeslaMotors effect and invite disruption India @elonmusk."
756124015287238656,"It bcms very dffclt 2 walk on Delhi roads. Parnts hv gvn vehicles 2 their kids who knws nthn. 2de I savd myslf 4 tims @nitin_gadkari @MORTHIndia."
756124119796776960,"Union Minister @nitin_gadkari seeks Indian-American participation in Startup movement: @TOIIndiaNews."
756134115888422913,"Something to urgently address @nitin_gadkari."
756144812508585985,"@sanjayjaiswalMP @nitin_gadkari @PMOIndia @nhai @nilstarjha @Im_ur_Vishnu please have a look sir Wt we r facing?"
756150513540792320,"We are proud of our @narendramodi government. @PiyushGoyal @nitin_gadkari @arunjaitley @SushmaSwaraj @sureshpprabhu."
756176911395463168,"@nitin_gadkari sir Allahabad traffic is very poor. Nearly 2k unauthriz commercial vehicles running everyday bad impact on rules and environment. Help."
756181826276724736,"@nitin_gadkari Now how can your NHAI Team hold or stop such kind of loads. Where is your team who watches such kind of activities."
756186488627273728,"Safe and Clean Highway Toilets for Women @nitin_gadkari - Sign the Petition! Via @ChangeOrg_India."
756189188219744256,"@nitin_gadkari Sir v face issues when we try to purchase an old bike. Der is no method to know whether the bike has been misused in crime(1)."
756205024686977025,"@nitin_gadkari thanks for ur false commitment. Roads condition NH37 in SIBSAGAR becomes unbelievable. Pathetic."
756209775579389952,"@nitin_gadkari Sir your serious involvement needed to complete Dwarka exp. 70 000 people are affected. No road no water no electricity."
756210993429094400,"@nitin_gadkari Keep your promise to complete Dwarka Exp which you did when you announced it NH."
756221123528790017,"@nitin_gadkari Sir we also need roads. U seem to b busy making roads in central india. Come and c here u will be ashamed."
756289601300336640,"@PiyushGoyal @nitin_gadkari @AIADMKOfficial @mkstalin lets implement this in al college/hostel institutions andhotels."
756306601825431552,"@nitin_gadkari this was ur poll promised during assembly election in assam all d roads( highways) will be fixed as soon as possible."
756312369718960129,"It's puzzling that why did the girl wait for 5 days before filing an FIR! A conspiracy is evident - Why Justice Delayed @nitin_gadkari."
756314759855734784,"@narendramodi @PMOIndia @nitin_gadkari @DilipGhoshBJP sir one way required in NH connecting kharagpur and tatanagar."
756318149306355712,"@nitin_gadkari @Dev_Fadnavis @CMOMaharashtra sir Mithiriver SCLR mum potholes in 200 meter is causing traffic jam in KM Fill with concrete."
756319451662786562,"Retweeted north india Plans to refurbish the infrastructure of Haryana taking form."
756331266056785921,"NHAI protecting balance sheet puts Rs 45 000cr of roads at risk. Y is NHAI money more imp than banks @nitin_gadkari."
756338422235758592,"Enjoying photo op mnmt @nitin_gadkari and thanks for your assurances for NH 10 lifeline for Sikkim @pawanchamling5."
756340955339522048,"@narendramodi @nitin_gadkari @TVMohandasPai @PiyushGoyal wish @elonmusk join ?? n help us to resolve energy problem."
756342100300562432,"@narendramodi @sureshpprabhu @AmitShah @arunjaitley @SushmaSwaraj @nitin_gadkari @PiyushGoyal bcos of loud mouths and fringe please save bjp (2/2)."
756346701565296640,"@maharashtrapoli @nitin_gadkari @CMOMaharashtra : Uber n Ola wars with auto rickshaw taken bad turn. Rickshaw driver has abusing Ola driver."
756348191029628930,"Make In india gets a boost! Shipping sector attracts investment worth 636 millions. @nitin_gadkari @MukulAgarwal66."
756352987367374848,"@MORTHIndia What abt our commitment to complete Dwarka Expressway? Haryana CM and HUDA a big flop. Endless Wait 4 NPR."
756365046708658176,"Sir Y is our roads full of potholes when it rains? Even on the roads that charges hefty tolls @PMOIndia @nitin_gadkari."
756365234323894278,"Minister @nitin_gadkari at 129th meeting of National Shipping Board at Delhi. To discuss skill development ease of doing business and PPP prjcts."
756371260452462592,"Potential for employment of Ratings. Increasing capacity for training of ratings andimparting multi skills. Minister @nitin_gadkari approves."
756376013639131136,"Why can't we make etc tags compulsory across the country. Link it to the bank account. @nitin_gadkari it's done all over the world."
756376327452852224,"@PMOIndia @nitin_gadkari Sir we work from Mohan Coop Near Badarpur Delhi with no roads. Is this fair an honest income and sales tax payers?"
756378557123665920,"Several suggestions on improving ease of doing business for shipping business presented to Minister @nitin_gadkari. Action soon on suggestions."
756380184358612992,"@nitin_gadkari Respected and honourable minister pls look at nh29 in worst condition and Congress person are teasing us Ashapur gzp road."
756384858084089856,"@nitin_gadkari sir waiting for RTO staff since last 1 hr official time is 11pm still no setup created @Bhiwandi thane maharashtra."
756385427687366656,"Why India is really interested in Tesla @TeslaMotors @nitin_gadkari @BJP4India @elonmusk."
756385568288804865,"@nitin_gadkari Please repair the Old Delhi-Gurgaon highway near Krishna and Hanuman Chowk. Unbearably difficult 4 pedestrians due 2 road dust."
756391737342369793,"@nitin_gadkari sri vignesh was a student of james marine college thoothukudi dist. Missing from ship date 11-07-2016."
756402702180122624,"Respected @nitin_gadkari and @arunjaitley sir need ur attention towards an important issue affecting indian seafarers."
756403875553349633,"Union Minister @nitin_gadkari addressing at the 129th meeting of National Shipping Board in New Delhi."
756410607352553472,"Need ur intervention as Hyundai is harrasing customer badly. Manufacturing defects r there in cars. Acting dumb. Please help @MORTHIndia."
756411067606130688,"@MORTHIndia There should be an online dashboard for seeing completion and status of different road projects."
756418030796701697,"@nitin_gadkari on NH7 the many patch between (karanji)to higanghat are pending from last 10-15 years whole highway is ready but not this prt."
756419930560598021,"Shipping sector gets $636 million under @makeinindia initiative @nitin_gadkari @nsitharaman @rabhishek1982 @DIPPGOI."
756443383787233280,""Safe and Clean Highway Toilets for Women" @nitin_gadkari - Sign the Petition! Via @ChangeOrg_India."
756449483806822402,"@PriyankKharge @nitin_gadkari @pmo @narendramodi @CMofKarnataka construct Bus stand in Wadi Town fr commuters to communicate with odor"
756451607458349057,"@nitin_gadkari @suhelseth everyday ritual n congestion torture at Vivekanand Tollway bridge near dakshineswar kol."
756454698782031876,"@nitin_gadkari Sir. Agreed Helmet is compulsory for safety but then what about quality of roads. Filled up with potholes. Who "ll b" fine?"
756460977621721088,"@PMOIndia. @nitin_gadkari. Toll collection is a major source of corruption and wastage of fuel and time Stop. It @suhelseth."
756462621696598017,"@nitin_gadkari sir kherki daula is charging to nearby residents full toll tax. Which leads to pay us 120 Rs per day for using 3km stretch."
756463258790424576,"@nitin_gadkari at Tesla electric car manufacturing unit in San Francisco on July 15."
